"tokenOrValue","tokenType","filePath","officialMappingStatus","rtlImpact","notes"
"#5695","Hex colour","api/seed-health.js","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#3613","Hex colour","api/seed-health.js","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#5736","Hex colour","api/seed-health.js","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"system-ui","Font family declaration","api/slack/oauth/callback.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#5600","Hex colour","api/slack/oauth/start.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#3745","Hex colour","api/symbol-search.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#3207","Hex colour","api/v2/shipping/webhooks/[subscriberId].ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#3207","Hex colour","api/v2/shipping/webhooks/[subscriberId]/[action].ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#4771","Hex colour","api/widget-agent.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#5447","Hex colour","api/widget-agent.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#5483","Hex colour","api/widget-agent.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#000","Hex colour","api/youtube/embed.js","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#fff","Hex colour","api/youtube/embed.js","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#4960","Hex colour","blog-site/src/data/glossary.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#4930","Hex colour","blog-site/src/data/glossary.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"--wm-bg","CSS custom property","blog-site/src/styles/global.css","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"--wm-card","CSS custom property","blog-site/src/styles/global.css","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"--wm-border","CSS custom property","blog-site/src/styles/global.css","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"--wm-green","CSS custom property","blog-site/src/styles/global.css","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"--wm-green-dim","CSS custom property","blog-site/src/styles/global.css","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"--wm-blue","CSS custom property","blog-site/src/styles/global.css","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"--wm-text","CSS custom property","blog-site/src/styles/global.css","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"--wm-muted","CSS custom property","blog-site/src/styles/global.css","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"--wm-glow","CSS custom property","blog-site/src/styles/global.css","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"--radius","CSS custom property","blog-site/src/styles/global.css","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"--max-width","CSS custom property","blog-site/src/styles/global.css","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"--font-sans","CSS custom property","blog-site/src/styles/global.css","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"--font-mono","CSS custom property","blog-site/src/styles/global.css","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"--font-display","CSS custom property","blog-site/src/styles/global.css","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"var(--font-sans)","Font family declaration","blog-site/src/styles/global.css","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"var(--font-display)","Font family declaration","blog-site/src/styles/global.css","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"var(--font-mono)","Font family declaration","blog-site/src/styles/global.css","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#050505","Hex colour","blog-site/src/styles/global.css","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#111111","Hex colour","blog-site/src/styles/global.css","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#222222","Hex colour","blog-site/src/styles/global.css","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#4ade80","Hex colour","blog-site/src/styles/global.css","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#60a5fa","Hex colour","blog-site/src/styles/global.css","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#f3f4f6","Hex colour","blog-site/src/styles/global.css","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#9ca3af","Hex colour","blog-site/src/styles/global.css","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#86efac","Hex colour","blog-site/src/styles/global.css","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#151515","Hex colour","blog-site/src/styles/global.css","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"var(--radius)","Border radius","blog-site/src/styles/global.css","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"50%","Border radius","blog-site/src/styles/global.css","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"2px","Border radius","blog-site/src/styles/global.css","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"100px","Border radius","blog-site/src/styles/global.css","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"12px","Border radius","blog-site/src/styles/global.css","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"3px","Border radius","blog-site/src/styles/global.css","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"0 var(--radius) var(--radius) 0","Border radius","blog-site/src/styles/global.css","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"10px","Border radius","blog-site/src/styles/global.css","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#1904","Hex colour","consumer-prices-core/src/adapters/exa-search.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#3627","Hex colour","consumer-prices-core/src/db/queries/matches.test.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#3627","Hex colour","consumer-prices-core/src/db/queries/matches.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#6059","Hex colour","consumer-prices-core/src/jobs/publish.test.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#6059","Hex colour","consumer-prices-core/src/jobs/publish.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#3633","Hex colour","consumer-prices-core/src/jobs/scrape-pin-recovery.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#3633","Hex colour","consumer-prices-core/src/jobs/scrape.test.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#3627","Hex colour","consumer-prices-core/src/jobs/scrape.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#6059","Hex colour","consumer-prices-core/src/ops/coverage.test.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#5445","Hex colour","consumer-prices-core/src/ops/coverage.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
